"DateTime";"[Chambre][5PST02-A 4in1 Multi-Sensor][Ouverture] ";"[Chambre][Chambre à coucher][Température] °C";"[Chambre][Chambre à coucher][CO2] ppm";"[Lyon][exterieur][Température] °C"
"2018-08-05 01:00:00";;30,275;451,75;30,65
"2018-08-05 02:00:00";;30,2;437,5;30,3
"2018-08-05 03:00:00";;30,125;436,25;30
"2018-08-05 04:00:00";;30,075;433,5;29,65
"2018-08-05 06:00:00";;30;430,75;29,35
"2018-08-05 07:00:00";;29,9;434,25;29,075
"2018-08-05 08:00:00";;29,9;441;29
"2018-08-05 09:00:00";;29,9;430,75;29,25
"2018-08-05 10:00:00";;29,9;441;29,875
"2018-08-05 11:00:00";;29,9;432,75;30,45
"2018-08-05 12:00:00";;30;433,25;31,175
"2018-08-05 13:00:00";;30,1;438,25;31,9
"2018-08-05 14:00:00";;30,175;441,25;32,45
"2018-08-05 15:00:00";;30,325;441,75;32,95
"2018-08-05 16:00:00";;30,45;444;33,325
"2018-08-05 17:00:00";;30,55;444,25;33,475
"2018-08-05 18:00:00";;30,6;444,25;33,35
"2018-08-05 19:00:00";;30,65;444,25;33,075
"2018-08-05 20:00:00";;30,7;443,75;32,725
"2018-08-05 21:00:00";;30,7;443,5;32,25
"2018-08-05 22:00:00";;30,7;448,25;31,9
"2018-08-05 23:00:00";;30,7;435,333333;31,5
"2018-08-06 00:00:00";;30,65;446;30,95
"2018-08-06 01:00:00";;30,6;447;30,633333
"2018-08-06 02:00:00";;30,5;444,75;30,3
"2018-08-06 03:00:00";;30,475;446,75;29,95
"2018-08-06 04:00:00";;30,4;455;29,575
"2018-08-06 05:00:00";;30,225;446,75;29,125
"2018-08-06 06:00:00";;29,9;456,75;28,6
"2018-08-06 07:00:00";;29,625;451,75;28,3
"2018-08-06 08:00:00";;29,5;467,5;28,225
"2018-08-06 09:00:00";;29,5;468,75;28,475
"2018-08-06 10:00:00";;29,5;473;28,95
"2018-08-06 11:00:00";;29,675;460,5;29,975
"2018-08-06 12:00:00";;29,925;448,75;30,85
"2018-08-06 13:00:00";;30,225;437;31,7
"2018-08-06 14:00:00";;30,45;438;32,45
"2018-08-06 15:00:00";;30,65;435,25;33
"2018-08-06 16:00:00";;30,875;438,25;33,6
"2018-08-06 17:00:00";;31,1;430,25;33,65
"2018-08-06 18:00:00";;31,05;432,5;33,2
"2018-08-06 19:00:00";;31;436,5;32,825
"2018-08-06 20:00:00";;30,975;428,5;32,35
"2018-08-06 21:00:00";;30,9;435,5;31,825
"2018-08-06 22:00:00";;30,9;434,5;31,65
"2018-08-06 23:00:00";;30,8;436,25;31,375
"2018-08-07 00:00:00";;30,75;438,5;30,725
"2018-08-07 01:00:00";;30,65;441;30,175
"2018-08-07 02:00:00";;30,575;431;29,9
"2018-08-07 03:00:00";;30,5;445,25;29,65
"2018-08-07 04:00:00";;30,4;449;29,375
"2018-08-07 05:00:00";;30,3;440,75;29,075
"2018-08-07 06:00:00";;29,9;431,75;28,55
"2018-08-07 07:00:00";;29,525;437,5;28,125
"2018-08-07 08:00:00";;29,3;428,75;28,1
"2018-08-07 09:00:00";;29,225;431,75;28,35
"2018-08-07 10:00:00";;29,35;435;29,225
"2018-08-07 11:00:00";;29,825;431,5;30,475
"2018-08-07 12:00:00";;30,35;433,25;31,65
"2018-08-07 13:00:00";;30,875;422,5;32,55
"2018-08-07 14:00:00";;31,275;435,5;33,2
"2018-08-07 15:00:00";;31,7;437,25;33,75
"2018-08-07 16:00:00";;32,15;451,75;34,05
"2018-08-07 17:00:00";;32,175;443,25;33,9
"2018-08-07 18:00:00";;32,2;447,25;33,7
"2018-08-07 19:00:00";;32,15;444,5;33,3
"2018-08-07 20:00:00";;31,95;446;32,7
"2018-08-07 21:00:00";;31,75;440,75;32
"2018-08-07 22:00:00";;31,525;433,25;31,5
"2018-08-07 23:00:00";;31,225;434,25;30,875
"2018-08-08 00:00:00";;30,925;431;30,25
"2018-08-08 01:00:00";;30,5;438,333333;29,533333
"2018-08-08 02:00:00";;30,4;443,75;29,275
"2018-08-08 03:15:00";;30,4;444;29,1
"2018-08-08 03:30:00";;30,3;438;29
"2018-08-08 03:45:00";;30,3;445;29
"2018-08-08 04:00:00";;30,3;443;29
"2018-08-08 04:15:00";;30,3;441;28,9
"2018-08-08 04:30:00";;30,3;449;28,9
"2018-08-08 04:45:00";;30,3;445;28,9
"2018-08-08 05:00:00";;30,3;450;28,9
"2018-08-08 05:45:00";;30,3;457;28,8
"2018-08-08 06:00:00";;30,3;446;28,7
"2018-08-08 06:15:00";;30,2;439;28,6
"2018-08-08 06:30:00";;30,1;437;28,4
"2018-08-08 06:45:00";;30,1;457;28,4
"2018-08-08 07:00:00";;30,1;459;28,2
"2018-08-08 07:15:00";;30,1;465;28,2
"2018-08-08 07:18:34";1
"2018-08-08 07:30:00";;30,1;461;28,2
"2018-08-08 07:45:00";;30;455;28,2
"2018-08-08 08:00:00";;30,1;460;28,2
"2018-08-08 08:15:00";;30,1;463;28,2
"2018-08-08 08:30:00";;30;462;28,2
"2018-08-08 08:45:00";;29,9;466;28,2
"2018-08-08 09:00:00";;29,9;462;28,1
"2018-08-08 09:15:00";;29,8;451;28,2
"2018-08-08 09:30:00";;29,8;464;28,3
"2018-08-08 09:45:00";;29,9;493;28,4
"2018-08-08 10:00:00";;29,8;449;28,6
"2018-08-08 10:15:00";;29,8;441;28,7
"2018-08-08 10:30:00";;29,8;456;29
"2018-08-08 10:45:00";;29,9;462;29,1
"2018-08-08 11:00:00";;29,9;492;29,3
"2018-08-08 11:15:00";;29,9;490;29,3
"2018-08-08 11:30:00";;29,9;455;29,5
"2018-08-08 11:45:00";;29,9;461;29,7
"2018-08-08 12:00:00";;29,9;458;29,9
"2018-08-08 12:15:00";;30;460;29,9
"2018-08-08 12:30:00";;30;475;29,9
"2018-08-08 12:45:00";;30;470;29,9
"2018-08-08 13:00:00";;30;451;30,1
"2018-08-08 13:15:00";;30;447;30,2
"2018-08-08 13:15:09";1
"2018-08-08 13:30:00";;30;458;30,3
"2018-08-08 13:45:00";;30;465;30,4
"2018-08-08 14:00:00";;30,1;475;30,7
"2018-08-08 14:15:00";;30,1;453;30,8
"2018-08-08 14:30:00";;30,1;441;30,9
"2018-08-08 15:45:00";;30,1;434;31
"2018-08-08 16:30:00";;30,1;434;31
"2018-08-08 16:45:00";;30,8;443;32,2
"2018-08-08 17:00:00";;30,8;435;32,3
"2018-08-08 17:15:00";;30,9;435;32,4
"2018-08-08 17:30:00";;31;424;32,6
"2018-08-08 17:45:00";;31;435;32,4
"2018-08-08 18:00:00";;31;444;32,2
"2018-08-08 18:15:00";;31;442;32,2
"2018-08-08 18:30:00";;31;436;31,9
"2018-08-08 18:45:00";;30,9;433;31,3
"2018-08-08 19:00:00";;30,7;443;29,8
"2018-08-08 19:14:16";1
"2018-08-08 19:15:00";;30,5;442;29,2
"2018-08-08 19:30:00";;30,4;445;28,6
"2018-08-08 19:32:11";1;30,4;445
"2018-08-08 19:32:35";;;;28,6
