"DateTime";"[Chambre][5PST02-A 4in1 Multi-Sensor][Ouverture] ";"[Chambre][Chambre à coucher][Température] °C";"[Chambre][Chambre à coucher][CO2] ppm";"[Lyon][exterieur][Température] °C"
"2018-07-14 19:00:00";;27,1;440;26,225
"2018-07-14 20:00:00";;26,85;438;24,225
"2018-07-14 21:00:00";;26,8;450,25;24,425
"2018-07-14 22:00:00";;26,8;459,75;24,325
"2018-07-14 23:00:00";;26,725;453,5;24,3
"2018-07-15 00:00:00";;26,7;456;24,225
"2018-07-15 01:00:00";;26,6;460;24,05
"2018-07-15 02:00:00";;26,75;734,75;23,875
"2018-07-15 03:00:00";;26,9;895;23,8
"2018-07-15 04:00:00";;26,9;878,5;23,65
"2018-07-15 05:00:00";;26,825;871;23,55
"2018-07-15 06:00:00";;26,725;840,5;23,35
"2018-07-15 07:00:00";;26,6;853;23,275
"2018-07-15 08:00:00";;26,525;871;23,25
"2018-07-15 09:00:00";;26,45;794,25;23,175
"2018-07-15 10:00:00";;26,4;770,5;24,075
"2018-07-15 11:00:00";;26,45;767,5;25,225
"2018-07-15 12:00:00";;26,4;579,5;26,125
"2018-07-15 13:00:00";;26,45;538,75;26,75
"2018-07-15 14:00:00";;26,675;468,5;27,45
"2018-07-15 15:00:00";;26,85;480,5;27,95
"2018-07-15 16:00:00";;26,95;472;27,95
"2018-07-15 17:00:00";;26,375;469,5;25,775
"2018-07-15 18:00:00";;25,9;451;24,05
"2018-07-15 19:00:00";;25,975;449;24,575
"2018-07-15 20:00:00";;26,15;457;24,85
"2018-07-15 21:00:00";;26,2;466;24,675
"2018-07-15 22:00:00";;26,025;460,5;23,975
"2018-07-15 23:00:00";;26;509,5;23,625
"2018-07-16 00:00:00";;26,125;699,75;23,55
"2018-07-16 00:19:58";0
"2018-07-16 01:00:00";;26,475;1106,75;23,275
"2018-07-16 02:00:00";;26,5;988,5;23,075
"2018-07-16 03:00:00";;26,5;844,75;22,975
"2018-07-16 04:00:00";;26,5;775;22,8
"2018-07-16 05:00:00";;26,5;749,5;22,45
"2018-07-16 06:00:00";;26,475;747;22,1
"2018-07-16 07:00:00";;26,4;793,5;22,1
"2018-07-16 08:00:00";;26,35;810,5;22,225
"2018-07-16 09:00:00";;26,375;922,75;22,85
"2018-07-16 10:00:00";;25,825;640,75;23,675
"2018-07-16 10:10:39";1
"2018-07-16 11:00:00";;25,275;475,5;24,7
"2018-07-16 12:00:00";;25,55;516,25;25,55
"2018-07-16 13:00:00";;25,9;502,5;26,35
"2018-07-16 14:00:00";;26,15;486,25;27,075
"2018-07-16 15:00:00";;26,325;481,75;27,575
"2018-07-16 16:00:00";;26,4;493,75;28,05
"2018-07-16 17:00:00";;26,5;501;27,975
"2018-07-16 18:00:00";;26,5;468,25;27,825
"2018-07-16 19:00:00";;26,55;458,5;27,475
"2018-07-16 20:00:00";;26,45;473;26,725
"2018-07-16 21:00:00";;26,35;497,75;26,125
"2018-07-16 22:00:00";;26,15;457,75;25,725
"2018-07-16 23:00:00";;25,95;446,25;25,525
"2018-07-17 00:00:00";;25,975;567,75;25,15
"2018-07-17 01:00:00";;26,425;932,75;24,825
"2018-07-17 02:00:00";;26,5;860;24,675
"2018-07-17 03:00:00";;26,525;869;24,525
"2018-07-17 04:00:00";;26,525;912,25;24,375
"2018-07-17 05:00:00";;26,5;891,25;24,2
"2018-07-17 06:00:00";;26,275;726,5;23,875
"2018-07-17 07:00:00";;26,2;776,5;23,775
"2018-07-17 08:00:00";;26,15;723,25;23,8
"2018-07-17 09:00:00";;26,05;599,75;24,2
"2018-07-17 10:00:00";;25,9;488;24,875
"2018-07-17 11:00:00";;25,875;516,25;25,75
"2018-07-17 12:00:00";;26;535,5;26,5
"2018-07-17 13:00:00";;26,2;507,5;27,05
"2018-07-17 14:00:00";;26,35;574,75;27,55
"2018-07-17 14:04:53";0
"2018-07-17 15:00:00";;26,425;707;28,025
"2018-07-17 16:00:00";;26,5;781,5;28,3
"2018-07-17 17:00:00";;26,5;723,5;28,325
"2018-07-17 18:00:00";;26,5;706,5;28,075
"2018-07-17 19:00:00";;26,5;663,25;27,575
"2018-07-17 20:00:00";;26,5;581,25;27,15
"2018-07-17 21:00:00";;26,5;530,75;26,75
"2018-07-17 22:00:00";;26,5;503,25;26,375
"2018-07-17 23:00:00";;26,525;502,5;26
"2018-07-17 23:25:26";1
"2018-07-18 00:00:00";;26,775;782,5;25,5
"2018-07-18 01:00:00";;26,725;807;24,9
"2018-07-18 02:00:00";;26,65;792,5;24,475
"2018-07-18 03:00:00";;26,55;773,5;24,25
"2018-07-18 04:00:00";;26,5;769;23,95
"2018-07-18 05:00:00";;26,35;745,75;23,55
"2018-07-18 06:00:00";;26,125;740,75;23,175
"2018-07-18 07:00:00";;25,975;707,5;23,125
"2018-07-18 08:00:00";;25,925;709,5;23,45
"2018-07-18 09:00:00";;25,75;507,5;24,05
"2018-07-18 10:00:00";;25,75;500,25;24,8
"2018-07-18 11:00:00";;25,85;496;25,85
"2018-07-18 12:00:00";;26;532,75;26,625
"2018-07-18 13:00:00";;26,2;491,25;27,125
"2018-07-18 14:00:00";;26,4;452,5;27,575
"2018-07-18 15:00:00";;26,55;458,75;28
"2018-07-18 16:00:00";;26,725;444,25;28,425
"2018-07-18 17:00:00";;26,825;449,5;28,5
"2018-07-18 18:00:00";;26,9;471,25;28,4
"2018-07-18 19:00:00";;26,9;467,5;28,175
"2018-07-18 20:00:00";;26,925;485,5;27,825
"2018-07-18 21:00:00";;27,075;457,25;27,45
"2018-07-18 22:00:00";;27,1;474;27,05
"2018-07-18 23:00:00";;27,1;584,25;26,725
"2018-07-19 00:00:00";;27,25;752,75;26,3
"2018-07-19 01:00:00";;27,175;759,25;26,05
"2018-07-19 02:00:00";;27,1;712,75;25,775
"2018-07-19 03:00:00";;27,05;680;25,525
"2018-07-19 04:00:00";;26,95;674;25,225
"2018-07-19 05:00:00";;26,85;680,25;24,85
"2018-07-19 06:00:00";;26,65;663,5;24,45
"2018-07-19 07:00:00";;26,425;639,25;24,225
"2018-07-19 08:00:00";;26,425;603,25;24,475
"2018-07-19 09:00:00";;26,4;534;25,05
"2018-07-19 10:00:00";;26,45;531,75;25,925
"2018-07-19 11:00:00";;26,55;486,25;26,875
"2018-07-19 12:00:00";;26,75;479,5;27,725
"2018-07-19 13:00:00";;26,925;455,75;28,275
"2018-07-19 14:00:00";;27,05;451,5;28,725
"2018-07-19 15:00:00";;27,275;452;29,175
"2018-07-19 16:00:00";;27,45;448,25;29,525
"2018-07-19 17:00:00";;27,5;448;29,575
"2018-07-19 18:00:00";;27,6;460,5;29,425
"2018-07-19 19:00:00";;27,6;450,25;29,2
"2018-07-19 20:00:00";;27,6;451,75;28,8
"2018-07-19 21:00:00";;27,6;467,5;28,425
"2018-07-19 22:00:00";;27,675;483,75;28,05
"2018-07-19 23:00:00";;27,7;462;27,75
"2018-07-20 00:00:00";;27,7;516;27,35
"2018-07-20 01:00:00";;27,775;631,25;26,925
"2018-07-20 02:00:00";;27,7;771;26,625
"2018-07-20 03:00:00";;27,65;754,25;26,275
"2018-07-20 04:00:00";;27,6;715;25,925
"2018-07-20 05:00:00";;27,55;686,75;25,65
"2018-07-20 06:00:00";;27,425;685;25,375
"2018-07-20 07:00:00";;27,25;670,5;25,2
"2018-07-20 08:00:00";;27,075;610,75;25,05
"2018-07-20 09:00:00";;26,875;467;25,325
"2018-07-20 10:00:00";;26,825;455;26,25
"2018-07-20 11:00:00";;26,85;479,25;26,4
"2018-07-20 12:00:00";;26,875;476,25;26,95
"2018-07-20 13:00:00";;27,05;507,5;27,45
"2018-07-20 14:00:00";;27,25;478,75;28,175
"2018-07-20 15:00:00";;27,45;484,5;28,825
"2018-07-20 16:00:00";;27,425;473,5;28
"2018-07-20 17:00:00";;26,8;455,5;25,725
"2018-07-20 18:00:00";;26,5;471,5;25,05
"2018-07-20 19:00:00";;26,425;467,75;24,725
"2018-07-20 20:00:00";;26,05;458,5;24,225
"2018-07-20 21:00:00";;26,05;483,25;24,175
"2018-07-20 22:00:00";;26,3;517,75;23,975
"2018-07-20 23:00:00";;26,375;523,25;23,775
"2018-07-21 00:00:00";;25,875;515,5;23,15
"2018-07-21 00:39:31";0
"2018-07-21 01:00:00";;26,475;919,5;22,975
"2018-07-21 02:00:00";;26,8;1141;23,15
"2018-07-21 03:00:00";;26,975;1264,25;23,05
"2018-07-21 04:00:00";;27;1198;22,975
"2018-07-21 05:00:00";;27;995,25;23
"2018-07-21 06:00:00";;27;945,5;22,775
"2018-07-21 07:00:00";;27;942;22,525
"2018-07-21 08:00:00";;26,925;888;22,65
"2018-07-21 09:00:00";;26,85;879,5;23
"2018-07-21 09:54:41";1
"2018-07-21 10:00:00";;25,7;525,75;23,525
"2018-07-21 11:00:00";;24,975;454,5;24,175
"2018-07-21 12:00:00";;25,15;470,5;24,975
"2018-07-21 13:00:00";;25,45;479,75;25,4
"2018-07-21 14:00:00";;25,825;501,75;25,725
"2018-07-21 15:00:00";;26,025;474,25;26,225
"2018-07-21 16:00:00";;26,125;477,25;26,525
"2018-07-21 17:00:00";;26,275;494,75;26,6
"2018-07-21 18:00:00";;26,425;685,5;26,4
"2018-07-21 19:00:00";;26,575;841;26,175
"2018-07-21 20:00:00";;26,4;613;25,775
"2018-07-21 21:00:00";;26,225;561,75;25,275
"2018-07-21 22:00:00";;26,1;539,5;24,75
"2018-07-21 23:00:00";;26,025;515,5;24,175
"2018-07-22 00:00:00";;26,05;627,25;23,8
"2018-07-22 00:24:32";0
"2018-07-22 01:00:00";;26,475;985;23,55
"2018-07-22 02:00:00";;26,65;1103,5;23,325
"2018-07-22 03:00:00";;26,625;962,75;23,1
"2018-07-22 04:00:00";;26,6;846,5;23
"2018-07-22 05:00:00";;26,6;780;22,9
"2018-07-22 06:00:00";;26,55;746,5;22,6
"2018-07-22 07:00:00";;26,5;762,25;22,775
"2018-07-22 08:00:00";;26,5;801,25;23,1
"2018-07-22 09:00:00";;26,5;849,75;23,525
"2018-07-22 10:00:00";;26,375;750,75;24,325
"2018-07-22 10:52:43";1
"2018-07-22 11:00:00";;26,175;597,25;25,15
"2018-07-22 12:00:00";;26,1;530,75;25,75
"2018-07-22 13:00:00";;26,1;493,25;26,375
"2018-07-22 14:00:00";;26,225;460,75;26,85
"2018-07-22 15:00:00";;26,375;453,5;27,275
"2018-07-22 16:00:00";;26,5;412,75;27,575
"2018-07-22 17:00:00";;26,55;418;27,55
"2018-07-22 18:00:00";;26,55;452,5;27,325
"2018-07-22 19:00:00";;26,5;466,75;26,95
"2018-07-22 20:00:00";;26,5;592,75;26,5
"2018-07-22 21:00:00";;26,5;554;26,1
"2018-07-22 22:00:00";;26,45;491,5;25,7
"2018-07-22 23:00:00";;26,4;540,25;25,25
"2018-07-23 00:00:00";;26,5;693;24,825
"2018-07-23 01:00:00";;26,5;687,75;24,425
"2018-07-23 02:00:00";;26,425;622,75;24,15
"2018-07-23 03:00:00";;26,35;594,75;23,85
"2018-07-23 04:00:00";;26,275;609,75;23,575
"2018-07-23 05:00:00";;26,2;655,5;23,425
"2018-07-23 06:00:00";;26,375;810;23,225
"2018-07-23 06:03:06";0
"2018-07-23 07:00:00";;26,4;894,75;23,1
"2018-07-23 08:00:00";;26,425;871,5;23,375
"2018-07-23 09:00:00";;26,35;682,25;24,15
"2018-07-23 09:18:11";1
"2018-07-23 10:00:00";;26,2;579,25;25,075
"2018-07-23 11:00:00";;26,2;606;25,875
"2018-07-23 12:00:00";;26,3;690,75;26,7
"2018-07-23 13:00:00";;26,425;674,75;27,4
"2018-07-23 14:00:00";;26,55;596,75;27,95
"2018-07-23 15:00:00";;26,7;508,5;28,425
"2018-07-23 16:00:00";;26,875;462,25;28,8
"2018-07-23 17:00:00";;27;457,75;28,775
"2018-07-23 18:00:00";;27;499;28,55
"2018-07-23 19:00:00";;27;503;28,225
"2018-07-23 20:00:00";;27;474,75;27,825
"2018-07-23 21:00:00";;27;506,25;27,3
"2018-07-23 22:00:00";;26,95;437,5;26,875
"2018-07-23 23:00:00";;26,9;429,25;26,55
"2018-07-24 00:00:00";;27;573,25;26,175
"2018-07-24 01:00:00";;27,1;722,25;25,85
"2018-07-24 02:00:00";;27,025;753,5;25,6
"2018-07-24 03:00:00";;27;734;25,25
"2018-07-24 04:00:00";;27;742,5;24,95
"2018-07-24 05:00:00";;26,925;689,5;24,725
"2018-07-24 06:00:00";;26,8;722,25;24,4
"2018-07-24 07:00:00";;26,675;705;24,3
"2018-07-24 08:00:00";;26,55;583,75;24,55
"2018-07-24 09:00:00";;26,075;466,75;25,225
"2018-07-24 10:00:00";;25,975;434,5;26,025
"2018-07-24 11:00:00";;26,425;422;26,95
"2018-07-24 12:00:00";;26,9;420,75;27,7
"2018-07-24 12:47:00";0
"2018-07-24 12:56:07";1
"2018-07-24 13:00:00";;27;417,25;28,35
"2018-07-24 14:00:00";;27,1;415;28,95
"2018-07-24 15:00:00";;27,3;418,5;29,65
"2018-07-24 16:00:00";;27,4;430,5;30,025
"2018-07-24 17:00:00";;27,45;431;29,825
"2018-07-24 18:00:00";;27,5;440,75;29,525
"2018-07-24 19:00:00";;27,5;435,75;29,3
"2018-07-24 20:00:00";;27,5;437,5;28,775
"2018-07-24 21:00:00";;27,575;453,25;28,275
"2018-07-24 22:00:00";;27,6;463,5;27,9
"2018-07-24 23:00:00";;27,625;581,75;27,65
"2018-07-24 23:28:12";0
"2018-07-25 00:00:00";;27,8;969,75;27,4
"2018-07-25 01:00:00";;27,9;954,75;27,075
"2018-07-25 02:00:00";;27,825;827,25;26,775
"2018-07-25 03:00:00";;27,8;748,75;26,4
"2018-07-25 04:00:00";;27,8;673,75;26,05
"2018-07-25 05:00:00";;27,8;638,25;25,625
"2018-07-25 06:00:00";;27,75;623,25;25,275
"2018-07-25 07:00:00";;27,7;762,25;25,175
"2018-07-25 08:00:00";;27,35;688,75;25,45
"2018-07-25 08:27:08";1
"2018-07-25 09:00:00";;26,95;467,25;26,525
"2018-07-25 10:00:00";;27,175;443,5;27,45
"2018-07-25 11:00:00";;27,475;446,5;28,2
"2018-07-25 12:00:00";;27,6;542,25;28,975
"2018-07-25 12:00:23";0
"2018-07-25 13:00:00";;27,6;609;29,65
"2018-07-25 14:00:00";;27,675;659,75;30,25
"2018-07-25 15:00:00";;27,775;752,75;30,7
"2018-07-25 16:00:00";;27,875;759,75;30,8
"2018-07-25 17:00:00";;27,9;887,25;30,9
"2018-07-25 18:00:00";;27,975;897;30,7
"2018-07-25 18:32:38";1
"2018-07-25 19:00:00";;28,075;607;30,25
"2018-07-25 20:00:00";;28,1;509,25;29,7
"2018-07-25 21:00:00";;28,2;491,75;29,25
"2018-07-25 22:00:00";;28,2;466,25;28,875
"2018-07-25 23:00:00";;28,125;454,25;28,475
"2018-07-26 00:00:00";;28,15;510;28,125
"2018-07-26 01:00:00";;28,3;666,75;27,825
"2018-07-26 03:00:00";;28,3;560;27,25
"2018-07-26 04:00:00";;28,2;588,75;26,9
"2018-07-26 05:00:00";;28,2;615;26,625
"2018-07-26 06:00:00";;28,2;602,25;26,4
"2018-07-26 07:00:00";;28,1;592,75;26,3
"2018-07-26 08:00:00";;28,1;626,5;26,5
"2018-07-26 09:00:00";;27,825;477,75;26,925
"2018-07-26 10:00:00";;27,65;454,75;28,05
"2018-07-26 11:00:00";;27,925;476;28,9
"2018-07-26 12:00:00";;28,175;443,25;29,275
"2018-07-26 13:00:00";;28,675;462,5;29,875
"2018-07-26 14:00:00";;28,9;488,5;30,4
"2018-07-26 15:00:00";;29,1;500;30,85
"2018-07-26 16:00:00";;29,325;543,75;31,3
"2018-07-26 17:00:00";;29,525;515,25;31,425
"2018-07-26 17:15:45";0
"2018-07-26 18:00:00";;29,25;561,25;31,275
"2018-07-26 19:00:00";;29,05;645,5;31,05
"2018-07-26 20:00:00";;28,925;740,25;30,725
"2018-07-26 21:00:00";;28,9;792,75;30,325
"2018-07-26 22:00:00";;28,9;753,25;29,8
"2018-07-26 23:00:00";;28,9;765,25;29,55
"2018-07-27 00:00:00";;28,9;727;29,225
"2018-07-27 00:48:54";1
"2018-07-27 01:00:00";;28,9;741,75;28,9
"2018-07-27 02:00:00";;28,9;698,75;28,575
"2018-07-27 03:00:00";;28,875;573;28,15
"2018-07-27 04:00:00";;28,8;541;27,8
"2018-07-27 05:00:00";;28,7;553,5;27,425
"2018-07-27 06:00:00";;28,525;543,5;27,05
"2018-07-27 07:00:00";;28,3;539,5;26,775
"2018-07-27 08:00:00";;28,175;547,75;26,775
"2018-07-27 09:00:00";;28,15;513,75;27,125
"2018-07-27 10:00:00";;28,025;478,75;28,375
"2018-07-27 11:00:00";;28,325;469,25;29,35
"2018-07-27 12:00:00";;28,825;473;29,925
"2018-07-27 13:00:00";;29,425;486,75;30,4
"2018-07-27 13:42:28";0
"2018-07-27 13:42:29";1
"2018-07-27 13:42:36";0
"2018-07-27 14:00:00";;29,375;494,25;31,175
"2018-07-27 15:00:00";;29,2;552,25;31,725
"2018-07-27 16:00:00";;29,2;637;32,05
"2018-07-27 17:00:00";;29,2;689,5;32,1
"2018-07-27 18:00:00";;29,2;712,5;32,05
"2018-07-27 19:00:00";;29,2;771,75;31,875
"2018-07-27 20:00:00";;29,2;818,25;31,425
"2018-07-27 21:00:00";;29,2;803,75;30,85
"2018-07-27 22:00:00";;29,2;748;30,55
"2018-07-27 23:00:00";;29,2;694,5;30,275
"2018-07-28 00:00:00";;29,25;636,5;29,95
"2018-07-28 00:10:05";1
"2018-07-28 01:00:00";;29,325;674,75;29,6
"2018-07-28 01:47:24";0
"2018-07-28 02:00:00";;29,45;855,75;29,2
"2018-07-28 03:00:00";;29,5;934,5;28,825
"2018-07-28 04:00:00";;29,575;914,75;28,625
"2018-07-28 05:00:00";;29,575;792,25;28,125
"2018-07-28 06:00:00";;29,5;719,5;27,775
"2018-07-28 07:00:00";;29,5;664,25;27,45
"2018-07-28 08:00:00";;29,5;682,5;27,4
"2018-07-28 09:00:00";;29,025;567,75;26,525
"2018-07-28 09:05:05";1
"2018-07-28 10:00:00";;27,45;436,75;25,85
"2018-07-28 11:00:00";;27;436;25,8
"2018-07-28 12:00:00";;26,475;433,5;25,6
"2018-07-28 13:00:00";;26,8;450,75;25,475
"2018-07-28 14:00:00";;27,375;473,5;26,075
"2018-07-28 15:00:00";;27,575;446,5;26,475
"2018-07-28 16:00:00";;27,65;441,75;26,95
"2018-07-28 17:00:00";;27,775;463,5;27,35
"2018-07-28 18:00:00";;27,9;476,25;27,475
"2018-07-28 19:00:00";;28,025;520;27,5
"2018-07-28 20:00:00";;28,075;529;27,25
"2018-07-28 21:00:00";;27,65;441,25;26,9
"2018-07-28 22:00:00";;27,325;445,75;26,675
"2018-07-28 23:00:00";;27,125;455,75;26,35
"2018-07-29 00:00:00";;26,9;493,5;25,975
"2018-07-29 01:00:00";;27,525;764,75;25,55
"2018-07-29 02:00:00";;27,775;770,5;25,225
"2018-07-29 03:00:00";;27,95;672,25;25,15
"2018-07-29 04:00:00";;27,975;630,5;25,025
"2018-07-29 05:00:00";;27,95;608,25;24,925
"2018-07-29 06:00:00";;27,9;609,5;24,7
"2018-07-29 07:00:00";;27,825;617;24,6
"2018-07-29 08:00:00";;27,675;575,5;24,7
"2018-07-29 09:00:00";;26,65;467,5;25,375
"2018-07-29 09:42:38";0
"2018-07-29 09:48:40";1
"2018-07-29 10:00:00";;27;576;26,375
"2018-07-29 11:00:00";;27,275;491;27,15
"2018-07-29 12:00:00";;27,425;458,25;27,625
"2018-07-29 13:00:00";;27,525;441,75;28,075
"2018-07-29 14:00:00";;27,675;436;28,5
"2018-07-29 15:00:00";;27,85;420,5;29
"2018-07-29 16:00:00";;27,975;428,5;29,375
"2018-07-29 17:00:00";;28,1;430,5;29,55
"2018-07-29 18:00:00";;28,1;428,75;29,425
"2018-07-29 19:00:00";;28,1;422,5;29,225
"2018-07-29 20:00:00";;28,1;431;28,85
"2018-07-29 21:00:00";;28,1;429,75;28,475
"2018-07-29 22:00:00";;28,1;430,25;28,175
"2018-07-29 23:00:00";;28,1;436,75;27,925
"2018-07-30 00:00:00";;28,075;446,5;27,55
"2018-07-30 01:00:00";;28;440;27,25
"2018-07-30 02:00:00";;27,95;449,5;26,775
"2018-07-30 03:00:00";;27,9;433;26,55
"2018-07-30 04:00:00";;27,8;425,75;26,35
"2018-07-30 05:00:00";;27,65;419;26,225
"2018-07-30 06:00:00";;27,475;446,75;25,875
"2018-07-30 07:00:00";;27,4;437,25;25,7
"2018-07-30 08:00:00";;27,3;422,25;25,775
"2018-07-30 09:00:00";;27,3;404;26,325
"2018-07-30 10:00:00";;27,325;406,75;27,35
"2018-07-30 11:00:00";;27,45;412,5;28,125
"2018-07-30 12:00:00";;27,6;415,5;28,65
"2018-07-30 13:00:00";;27,75;415,5;29,15
"2018-07-30 14:00:00";;27,95;415,5;29,625
"2018-07-30 15:00:00";;28,1;413;30,1
"2018-07-30 16:00:00";;28,25;417,25;30,45
"2018-07-30 17:00:00";;28,325;420;30,55
"2018-07-30 18:00:00";;28,4;421,25;30,375
"2018-07-30 19:00:00";;28,4;420;30,025
"2018-07-30 20:00:00";;28,425;426,25;29,65
"2018-07-30 21:00:00";;28,5;426,75;29,3
"2018-07-30 22:00:00";;28,5;440;29,05
"2018-07-30 23:00:00";;28,5;429;28,875
"2018-07-31 00:00:00";;28,5;436,25;28,65
"2018-07-31 01:00:00";;28,45;437,5;28,35
"2018-07-31 02:00:00";;28,4;446,75;27,95
"2018-07-31 03:00:00";;28,35;450;27,575
"2018-07-31 04:00:00";;28,3;457;27,325
"2018-07-31 05:00:00";;28,075;455,75;26,875
"2018-07-31 06:00:00";;27,9;458,25;26,55
"2018-07-31 07:00:00";;27,8;455;26,525
"2018-07-31 08:00:00";;27,825;451;26,85
"2018-07-31 09:00:00";;27,9;441,5;27,675
"2018-07-31 10:00:00";;27,95;447,25;28,275
"2018-07-31 11:00:00";;28,05;435;28,975
"2018-07-31 12:00:00";;28,175;430,75;29,65
"2018-07-31 13:00:00";;28,3;425,25;30,15
"2018-07-31 14:00:00";;28,425;425;30,575
"2018-07-31 15:00:00";;28,6;434,25;31
"2018-07-31 16:00:00";;28,75;436,75;31,275
"2018-07-31 17:00:00";;28,875;440,5;31,35
"2018-07-31 18:00:00";;28,9;442;31,225
"2018-07-31 19:00:00";;28,9;444;30,85
"2018-07-31 20:00:00";;28,9;431;30,45
"2018-07-31 21:00:00";;28,9;437,25;30,15
"2018-07-31 22:00:00";;28,9;445,5;29,95
"2018-07-31 23:00:00";;28,975;446,25;29,625
"2018-08-01 00:00:00";;28,925;436,25;29,075
"2018-08-01 01:00:00";;28,9;445,5;28,675
"2018-08-01 02:00:00";;28,9;440,5;28,5
"2018-08-01 03:00:00";;28,8;445,5;28,25
"2018-08-01 04:00:00";;28,8;429,75;28,025
"2018-08-01 05:00:00";;28,675;434,5;27,65
"2018-08-01 06:00:00";;28,45;435,5;27,25
"2018-08-01 07:00:00";;28,25;435,25;26,825
"2018-08-01 08:00:00";;28,1;435;26,85
"2018-08-01 09:00:00";;28,15;422,75;27,45
"2018-08-01 10:00:00";;28,2;422,25;28,125
"2018-08-01 11:00:00";;28,3;415,5;28,8
"2018-08-01 12:00:00";;28,4;418,5;29,475
"2018-08-01 13:00:00";;28,55;426,25;29,975
"2018-08-01 14:00:00";;28,75;423,5;30,5
"2018-08-01 15:00:00";;28,9;433;30,95
"2018-08-01 16:00:00";;29,025;441,75;31,425
"2018-08-01 17:00:00";;29,125;441,75;31,375
"2018-08-01 18:00:00";;29,2;439,75;31,2
"2018-08-01 19:00:00";;29,2;436,5;30,975
"2018-08-01 20:00:00";;29,2;434;30,55
"2018-08-01 21:00:00";;29,2;433,25;30,05
"2018-08-01 22:00:00";;29,2;433,25;29,5
"2018-08-01 23:00:00";;29,15;433;29,075
"2018-08-02 00:00:00";;29,1;432;28,675
"2018-08-02 01:00:00";;29,025;430,5;28,25
"2018-08-02 02:00:00";;28,925;439,5;28
"2018-08-02 03:00:00";;28,875;431,5;27,8
"2018-08-02 04:00:00";;28,8;430,25;27,575
"2018-08-02 05:00:00";;28,625;439;27,025
"2018-08-02 06:00:00";;28,35;439,25;26,65
"2018-08-02 07:00:00";;28,225;439,5;26,6
"2018-08-02 08:00:00";;28,1;432,5;26,65
"2018-08-02 09:00:00";;28,025;429,25;27,225
"2018-08-02 10:00:00";;28,15;432,5;28,075
"2018-08-02 11:00:00";;28,35;431,25;29,025
"2018-08-02 12:00:00";;28,5;436;29,625
"2018-08-02 13:00:00";;28,675;439,5;30,125
"2018-08-02 14:00:00";;28,85;439,25;30,55
"2018-08-02 15:00:00";;29,05;433,5;31,1
"2018-08-02 16:00:00";;29,15;431,75;31,475
"2018-08-02 17:00:00";;29,225;441;31,55
"2018-08-02 18:00:00";;29,3;444;31,425
"2018-08-02 19:00:00";;29,3;442,75;31,15
"2018-08-02 20:00:00";;29,3;436,75;30,75
"2018-08-02 21:00:00";;29,3;438;30,35
"2018-08-02 22:00:00";;29,3;448;30,025
"2018-08-02 23:00:00";;29,3;433,5;29,9
"2018-08-03 00:00:00";;29,3;432,25;29,55
"2018-08-03 01:00:00";;29,2;434,5;29,15
"2018-08-03 02:00:00";;29,2;441;28,8
"2018-08-03 03:00:00";;29,125;445,25;28,55
"2018-08-03 04:00:00";;29,1;440,25;28,3
"2018-08-03 05:00:00";;29,05;438,75;28,125
"2018-08-03 06:00:00";;28,95;446,25;27,825
"2018-08-03 07:00:00";;28,75;451,25;27,475
"2018-08-03 08:00:00";;28,7;448,25;27,5
"2018-08-03 09:00:00";;28,625;439,75;28,2
"2018-08-03 10:00:00";;28,7;438,25;28,8
"2018-08-03 11:00:00";;28,775;436,75;29,475
"2018-08-03 12:00:00";;28,95;443,25;30,125
"2018-08-03 13:00:00";;29,125;448;30,75
"2018-08-03 14:00:00";;29,275;440;31,25
"2018-08-03 15:00:00";;29,425;444;31,75
"2018-08-03 16:00:00";;29,55;452;32,05
"2018-08-03 17:00:00";;29,675;452,5;32,1
"2018-08-03 18:00:00";;29,7;456,5;31,925
"2018-08-03 19:00:00";;29,7;456,5;31,8
"2018-08-03 20:00:00";;29,7;458,25;31,475
"2018-08-03 21:00:00";;29,75;450,75;31,025
"2018-08-03 22:00:00";;29,8;458,333333;30,8
"2018-08-03 23:00:00";;29,8;463,5;30,5
"2018-08-04 00:00:00";;29,8;463;30,275
"2018-08-04 01:00:00";;29,75;455,5;30,075
"2018-08-04 02:00:00";;29,7;454;29,8
"2018-08-04 03:00:00";;29,7;459,25;29,6
"2018-08-04 04:00:00";;29,675;459,75;29,4
"2018-08-04 05:00:00";;29,6;468,5;29,25
"2018-08-04 06:00:00";;29,575;455,75;29,05
"2018-08-04 07:00:00";;29,5;462,5;28,9
"2018-08-04 08:00:00";;29,425;460;28,95
"2018-08-04 09:00:00";;29,4;462;29,45
"2018-08-04 10:00:00";;29,5;456,75;30,15
"2018-08-04 11:00:00";;29,65;460,25;30,95
"2018-08-04 12:00:00";;29,75;451,25;31,75
"2018-08-04 13:00:00";;29,825;451,5;32,4
"2018-08-04 14:00:00";;29,95;447;32,85
"2018-08-04 15:00:00";;30,075;437,5;33,225
"2018-08-04 16:00:00";;30,225;455,5;33,4
"2018-08-04 17:00:00";;30,3;452,25;33,375
"2018-08-04 18:00:00";;30,325;453;33,2
"2018-08-04 19:00:00";;30,4;455,5;32,775
"2018-08-04 20:00:00";;30,4;449;32,3
"2018-08-04 21:00:00";;30,4;452,5;31,85
"2018-08-04 22:00:00";;30,325;455,5;31,525
"2018-08-04 23:00:00";;30,3;446,75;31,2
"2018-08-05 00:00:00";;30,3;448,75;30,95
