,dateTime,Ouverture,Chamb_Temp,Chamb_CO2,Lyon_Temp,Temp_1H
42,57600,1.0,19.5,586.5,1.1999999999999993,-0.10000000000000142
43,61200,1.0,19.4,550.25,1.1500000000000021,0.0
44,64800,1.0,19.4,566.75,0.6000000000000014,0.0
45,68400,1.0,19.4,538.0,-0.04999999999999716,0.0
46,72000,1.0,19.4,589.25,-0.8499999999999979,0.22500000000000142
47,75600,1.0,19.625,585.0,-1.875,0.25
48,79200,1.0,19.875,562.25,-2.8249999999999993,0.19166700000000247
49,82800,1.0,20.066667000000002,587.333333,-3.466667000000001,-0.09166700000000105
50,0,1.0,19.975,563.5,-3.825000000000003,-0.20000000000000284
51,3600,1.0,19.775,568.5,-3.849999999999998,-0.17499999999999716
52,7200,1.0,19.6,677.25,-3.8000000000000007,-0.10000000000000142
53,10800,1.0,19.5,778.75,-3.875,-0.13333300000000037
54,14400,1.0,19.366667,770.333333,-3.9666669999999993,-0.09166700000000105
55,18000,1.0,19.275,759.25,-4.099999999999998,-0.04999999999999716
56,21600,1.0,19.225,764.25,-4.200000000000001,0.3249999999999993
57,25200,1.0,19.55,709.5,-4.425000000000001,0.25
58,28800,1.0,19.8,654.75,-4.175000000000001,0.34999999999999787
59,32400,1.0,20.15,690.0,-3.974999999999998,0.125
60,36000,1.0,20.275,603.0,-3.674999999999997,-0.17499999999999716
61,39600,1.0,20.1,614.25,-2.8500000000000014,-0.22500000000000142
62,43200,1.0,19.875,699.25,-1.4750000000000014,-0.1750000000000007
63,46800,1.0,19.7,742.25,-0.07499999999999929,-0.14999999999999858
64,50400,1.0,19.55,685.25,0.8000000000000007,-0.05000000000000071
65,54000,1.0,19.5,684.25,0.6999999999999993,0.125
66,57600,1.0,19.625,780.0,0.10000000000000142,0.07499999999999929
67,61200,1.0,19.7,829.0,0.0,-0.07499999999999929
68,64800,1.0,19.625,785.0,0.05000000000000071,-0.125
69,68400,1.0,19.5,706.0,-0.14999999999999858,0.10000000000000142
70,72000,1.0,19.6,680.75,-0.8000000000000007,-0.10000000000000142
71,75600,1.0,19.5,632.5,-1.0,-0.10000000000000142
72,79200,1.0,19.4,588.0,-1.125,-0.07499999999999929
73,82800,1.0,19.325,560.5,-1.3249999999999993,-0.05000000000000071
74,0,1.0,19.275,539.75,-1.3999999999999986,-0.07499999999999929
75,3600,1.0,19.2,526.5,-1.5,-0.02499999999999858
76,7200,1.0,19.175,515.0,-1.6999999999999993,-0.07499999999999929
77,10800,1.0,19.1,498.75,-1.8500000000000014,0.0
78,14400,1.0,19.1,487.25,-2.025000000000002,-0.10000000000000142
79,18000,1.0,19.0,488.0,-2.25,0.0
80,21600,1.0,19.0,477.75,-2.5749999999999993,-0.10000000000000142
81,25200,1.0,18.9,473.5,-2.75,0.0
82,28800,1.0,18.9,448.75,-2.924999999999999,-0.02499999999999858
83,32400,1.0,18.875,456.5,-2.4499999999999993,-0.07499999999999929
84,36000,1.0,18.8,442.5,-1.4750000000000014,0.0
85,39600,1.0,18.8,455.25,-0.6500000000000021,0.0
86,43200,1.0,18.8,469.0,0.34999999999999787,0.0
87,46800,1.0,18.8,480.5,0.9250000000000007,0.0
88,50400,1.0,18.8,488.5,1.0,0.0
89,54000,1.0,18.8,474.5,0.5,0.0
90,57600,1.0,18.8,470.25,0.14999999999999858,0.0
91,61200,1.0,18.8,466.5,0.02499999999999858,0.0
92,64800,1.0,18.8,477.25,-0.02500000000000213,0.0
93,68400,1.0,18.8,476.5,-0.3249999999999993,0.0
94,72000,1.0,18.8,472.0,-0.7250000000000014,0.0
95,75600,1.0,18.8,466.25,-1.1000000000000014,-0.02500000000000213
96,79200,1.0,18.775,461.0,-1.2249999999999979,-0.04999999999999716
97,82800,1.0,18.725,463.75,-1.3250000000000028,-0.02500000000000213
98,0,1.0,18.7,454.75,-1.5,0.0
99,3600,1.0,18.7,451.5,-1.6999999999999993,0.0
100,7200,1.0,18.7,440.25,-2.0500000000000007,0.0
101,10800,1.0,18.7,438.25,-2.224999999999998,-0.02499999999999858
102,14400,1.0,18.675,441.5,-2.3500000000000014,-0.07499999999999929
103,18000,1.0,18.6,433.0,-2.4750000000000014,0.0
104,21600,1.0,18.6,426.0,-2.733333,0.0
105,25200,1.0,18.6,414.75,-2.7500000000000018,-0.10000000000000142
106,28800,1.0,18.5,410.0,-2.5500000000000007,0.0
107,32400,1.0,18.5,405.25,-2.3500000000000014,0.0
108,36000,1.0,18.5,415.25,-1.875,0.0
109,39600,1.0,18.5,430.25,-1.25,0.0
110,43200,1.0,18.5,415.75,-0.75,0.0
111,46800,1.0,18.5,414.0,-0.2749999999999986,0.0
112,50400,1.0,18.5,429.75,0.2749999999999986,0.0
113,54000,1.0,18.5,435.0,0.7250000000000014,0.0
114,57600,1.0,18.5,427.75,0.875,0.0
115,61200,1.0,18.5,422.25,0.05000000000000071,0.0
116,64800,1.0,18.5,418.25,-0.8000000000000007,0.0
117,68400,1.0,18.5,413.25,-1.3999999999999986,0.0
118,72000,1.0,18.5,412.5,-1.9499999999999993,0.0
119,75600,1.0,18.5,405.75,-2.1750000000000007,-0.05000000000000071
120,79200,1.0,18.45,411.25,-2.4499999999999993,-0.05000000000000071
121,82800,1.0,18.4,389.5,-2.849999999999998,0.0
122,0,1.0,18.4,391.25,-3.0249999999999986,0.0
123,3600,1.0,18.4,386.25,-3.099999999999998,0.0
124,3738,0.0,18.4,386.25,-3.099999999999998,0.0
125,5288,1.0,18.4,386.25,-3.099999999999998,0.0
126,7200,1.0,18.4,377.0,-3.3249999999999993,-0.09999999999999787
127,10800,1.0,18.3,384.5,-3.3000000000000007,0.0
128,14400,1.0,18.3,375.25,-3.5500000000000007,-0.06666700000000247
129,18000,1.0,18.233333,362.0,-5.066665999999996,-0.03333299999999895
130,21600,1.0,18.2,355.0,-6.149999999999999,-0.09999999999999787
131,25200,1.0,18.1,356.0,-5.825000000000001,-0.02500000000000213
132,28800,1.0,18.075,357.25,-5.524999999999999,-0.07499999999999929
133,32400,1.0,18.0,365.25,-5.074999999999999,0.0
134,36000,1.0,18.0,366.5,-4.449999999999999,-0.07499999999999929
135,39600,1.0,17.925,363.0,-3.75,-0.02500000000000213
136,43200,1.0,17.9,357.25,-2.6999999999999993,0.0
137,46800,1.0,17.9,368.0,-2.4333329999999975,0.0
138,50400,1.0,17.9,370.0,-1.7999999999999972,0.02500000000000213
139,54000,1.0,17.925,363.0,-1.4499999999999993,0.02499999999999858
140,57600,1.0,17.95,363.5,-1.6999999999999993,-0.05000000000000071
141,61200,1.0,17.9,359.75,-2.0749999999999993,-0.04999999999999716
142,64800,1.0,17.85,370.25,-2.3750000000000018,-0.05000000000000071
143,68400,1.0,17.8,372.0,-2.6000000000000014,0.0
144,72000,1.0,17.8,363.5,-2.9250000000000007,0.0
145,75600,1.0,17.8,365.25,-3.1750000000000007,0.0
146,79200,1.0,17.8,368.0,-3.6000000000000014,-0.07499999999999929
147,82800,1.0,17.725,364.25,-3.700000000000001,-0.02500000000000213
148,0,1.0,17.7,358.75,-3.875,0.0
149,3600,1.0,17.7,363.75,-3.9749999999999996,-0.07499999999999929
150,7200,1.0,17.625,360.25,-3.75,-0.02499999999999858
151,10800,1.0,17.6,352.25,-3.825000000000001,-0.02500000000000213
152,14400,1.0,17.575,351.5,-3.8999999999999986,-0.07499999999999929
153,18000,1.0,17.5,361.75,-4.074999999999999,0.0
154,21600,1.0,17.5,365.0,-4.300000000000001,-0.02499999999999858
155,25200,1.0,17.475,364.5,-4.300000000000001,-0.07500000000000284
156,28800,1.0,17.4,371.333333,-4.333332999999998,0.0
157,32400,1.0,17.4,369.75,-4.199999999999999,-0.02499999999999858
158,36000,1.0,17.375,370.0,-3.5,-0.07499999999999929
159,39600,1.0,17.3,374.25,-2.8000000000000007,0.0
160,43200,1.0,17.3,377.25,-2.1500000000000004,0.125
161,46800,1.0,17.425,405.75,-1.6500000000000004,0.34166700000000105
162,50400,1.0,17.766667,482.666667,-1.6000000000000014,0.48333299999999824
163,54000,1.0,18.25,509.25,-1.8000000000000007,0.3999999999999986
164,57600,1.0,18.65,491.0,-1.8499999999999979,0.1750000000000007
165,61200,1.0,18.825,461.75,-2.1999999999999993,0.22500000000000142
166,64800,1.0,19.05,536.25,-2.650000000000002,0.3166669999999989
167,68400,1.0,19.366667,591.666667,-3.2333339999999993,0.03333299999999895
168,72000,1.0,19.4,579.5,-3.5249999999999986,-0.02499999999999858
169,75600,1.0,19.375,623.75,-3.6750000000000007,0.10000000000000142
170,79200,1.0,19.475,737.5,-3.900000000000002,0.14999999999999858
171,82800,1.0,19.625,767.25,-4.275,0.14166700000000176
172,0,1.0,19.766667,1112.0,-4.933334000000004,-0.14166700000000176
173,3600,1.0,19.625,1193.25,-5.725,-0.2749999999999986
174,7200,1.0,19.35,1052.0,-5.700000000000001,-0.10000000000000142
175,10800,1.0,19.25,1001.0,-5.425000000000001,-0.1999999999999993
176,14400,1.0,19.05,1005.25,-5.450000000000001,0.05000000000000071
177,18000,1.0,19.1,1022.0,-5.925000000000001,0.29999999999999716
178,21600,1.0,19.4,882.5,-6.824999999999999,0.22500000000000142
179,25200,1.0,19.625,953.0,-7.175000000000001,-0.1999999999999993
180,28800,1.0,19.425,653.0,-6.975000000000001,-0.8249999999999993
181,32400,1.0,18.6,409.25,-5.725000000000001,0.7249999999999979
182,36000,1.0,19.325,552.5,-5.649999999999999,0.10000000000000142
183,39600,1.0,19.425,546.0,-4.5,0.0
184,43200,1.0,19.425,610.5,-3.6750000000000007,0.07499999999999929
185,46800,1.0,19.5,751.25,-3.0249999999999986,-0.10000000000000142
186,50400,1.0,19.4,728.0,-2.4499999999999993,0.10000000000000142
187,54000,1.0,19.5,745.0,-2.3999999999999986,0.07499999999999929
188,57600,1.0,19.575,705.75,-2.474999999999998,-0.1750000000000007
189,61200,1.0,19.4,634.75,-2.5749999999999993,0.05000000000000071
190,64800,1.0,19.45,679.0,-3.099999999999998,0.05000000000000071
191,68400,1.0,19.5,678.0,-3.6750000000000007,-0.10000000000000142
192,72000,1.0,19.4,646.25,-4.074999999999999,0.10000000000000142
193,75600,1.0,19.5,648.5,-4.449999999999999,0.14999999999999858
194,79200,1.0,19.65,613.0,-4.649999999999999,0.20000000000000284
195,82800,1.0,19.85,655.0,-5.050000000000001,0.04999999999999716
196,0,1.0,19.9,1069.0,-5.374999999999998,-0.25
197,3600,1.0,19.65,1098.25,-5.199999999999999,-0.04999999999999716
198,7200,1.0,19.6,1118.75,-5.325000000000001,-0.02500000000000213
199,10800,1.0,19.575,1235.75,-5.649999999999999,-0.1999999999999993
200,14400,1.0,19.375,1264.75,-5.85,-0.10000000000000142
201,18000,1.0,19.275,1253.5,-6.124999999999998,0.15000000000000213
202,21600,1.0,19.425,1166.25,-6.800000000000001,0.22499999999999787
203,25200,1.0,19.65,1160.25,-6.824999999999999,0.3000000000000007
204,28800,1.0,19.95,986.75,-7.225,-1.0
205,32400,1.0,18.95,467.75,-5.975,0.1999999999999993
206,36000,1.0,19.15,542.75,-5.299999999999999,0.22500000000000142
207,39600,1.0,19.375,588.5,-4.35,-0.02499999999999858
208,43200,1.0,19.35,594.25,-3.7250000000000014,-0.125
